model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel
mp_gloves_13a,gloves,21,27,0,,mp_gloves_13a_lob,mp_view_gloves_13a,m/mtl_mp_gloves_13a,m/mtl_mp_view_gloves_13a,,,,,,,,,
mp_gloves_14a,gloves,22,28,0,,mp_gloves_14a_lob,mp_view_gloves_14a,m/mtl_mp_gloves_14a,m/mtl_mp_view_gloves_14a,,,,,,,,,
mp_glove_10_paratrooper,gloves,23,29,0,,mp_glove_10_paratrooper_lob,mp_view_gloves_10_paratrooper,m/mtl_mp_gloves_10_paratrooper,m/mtl_mp_view_gloves_10_paratrooper,,,,,,,,,
mp_gloves_14xmas,gloves,24,30,0,,mp_gloves_14xmas_lob,mp_view_gloves_14xmas,m/mtl_mp_gloves_14xmas,m/mtl_mp_view_gloves_14xmas,,,,,,,,,
mp_boot_01a,shoes,1,1,0,none,mp_boot_01a_lob,,m/mtl_mp_boots_01a,,,,,,,,,,
mp_boot_02a,shoes,2,2,0,,mp_boot_02a_lob,,m/mtl_mp_boots_02a,,,,,,,,,,
mp_boot_06a,shoes,3,3,0,,mp_boot_06a_lob,,m/mtl_mp_boots_06a,,,,,,,,,,
mp_boot_09a,shoes,4,4,0,,mp_boot_09a_lob,,m/mtl_mp_boots_09a,,,,,,,,,,
mp_boot_03u,shoes,5,5,0,,mp_boot_03u_lob,,m/mtl_mp_boots_03u,,,,,,,,,,
mp_boot_14a,shoes,6,7,0,,mp_boot_14a_lob,,m/mtl_mp_boots_14a,,,,,,,,,,
mp_boot_15a,shoes,7,8,0,,mp_boot_15a_lob,,m/mtl_mp_boots_15a,,,,,,,,,,
mp_boot_03a,shoes,8,9,0,,mp_boot_03a_lob,,m/mtl_mp_boots_03a,,,,,,,,,,
mp_boot_10a,shoes,9,10,0,,mp_boot_10a_lob,,m/mtl_mp_boots_10a,,,,,,,,,,
mp_boot_13a,shoes,10,11,0,,mp_boot_13a_lob,,m/mtl_mp_boots_12a,,,,,,,,,,
mp_boot_07a,shoes,11,13,0,,mp_boot_07a_lob,,m/mtl_mp_boots_07a,,,,,,,,,,
mp_boot_16a,shoes,12,14,0,,mp_boot_16a_lob,,m/mtl_mp_boots_16a,,,,,,,,,,
mp_boot_17a,shoes,13,15,0,,mp_boot_17a_lob,,m/mtl_mp_boots_17a,,,,,,,,,,
mp_boot_05a,shoes,14,16,0,,mp_boot_05a_lob,,m/mtl_mp_boots_05a,,,,,,,,,,
mp_boot_04a,shoes,15,17,0,,mp_boot_04a_lob,,m/mtl_mp_boots_04a,,,,,,,,,,
mp_boot_08xr,shoes,16,18,0,,mp_boot_08xr_lob,,m/mtl_mp_boots_08xr,,,,,,,,,,
mp_boot_05the,shoes,17,19,0,,mp_boot_05the_lob,,m/mtl_mp_boots_05the,,,,,,,,,,
mp_boot_11a,shoes,18,20,0,,mp_boot_11a_lob,,m/mtl_mp_boots_10luc,,,,,,,,,,
mp_boot_18a,shoes,19,21,0,,mp_boot_18a_lob,,m/mtl_mp_boots_18a,,,,,,,,,,
mp_boot_19a,shoes,20,22,0,,mp_boot_19a_lob,,m/mtl_mp_boots_19a,,,,,,,,,,
mp_boot_05xmas,shoes,21,23,0,,mp_boot_05xmas_lob,,m/mtl_mp_boots_05xmas,,,,,,,,,,
mp_exo_01a,exo,1,1,0,none,mp_exo_01a_lob,mp_view_exo_01a,m/mtl_mp_exo_01a,m/mtl_exo_arm_system,,,,,,,,,
mp_exo_06a,exo,2,2,0,,mp_exo_06a_lob,mp_view_exo_06a,m/mtl_mp_exo_06a,m/mtl_mp_view_exo_06a,,,,,,,,,
mp_exo_04a,exo,3,3,0,,mp_exo_04a_lob,mp_view_exo_04a,m/mtl_mp_exo_04a,m/mtl_mp_view_exo_04a,,,,,,,,,
mp_exo_03g,exo,4,4,0,,mp_exo_03g_lob,mp_view_exo_03g,m/mtl_mp_exo_03g,m/mtl_mp_view_exo_03g,,,,,,,,,
mp_exo_02a,exo,5,5,0,,mp_exo_02a_lob,mp_view_exo_02a,,,,,,,,,,,
mp_exo_05a,exo,6,6,0,,mp_exo_05a_lob,mp_view_exo_05a,m/mtl_mp_exo_05a,m/mtl_mp_view_exo_05a,,,,,,,,,
mp_exo_07b,exo,7,7,0,,mp_exo_07b_lob,mp_view_exo_07a,m/mtl_mp_exo_07b,m/mtl_exo_arm_system_07a,,,,,,,,,
mp_exo_08a,exo,8,8,0,,mp_exo_08a_lob,mp_view_exo_08a,m/mtl_mp_exo_08a,m/mtl_mp_view_exo_08a,,,,,,,,,
mp_exo_10a,exo,9,9,0,,mp_exo_10a_lob,mp_view_exo_10b,m/mtl_mp_exo_10b,m/mtl_mp_view_exo_10b,,,,,,,,,
mp_exo_01us,exo,10,10,0,,mp_exo_01us_lob,mp_view_exo_01us,m/mtl_mp_exo_01us,m/mtl_exo_arm_system_01us,,,,,,,,,
mp_exo_09a,exo,11,11,0,,mp_exo_09a_lob,mp_view_exo_09a,m/mtl_mp_exo_09a,m/mtl_mp_view_exo_09a,,,,,,,,,
mp_exo_11a,exo,12,12,0,,mp_exo_11a_lob,mp_view_exo_11a,m/mtl_mp_exo_11a,m/mtl_mp_view_exo_11a,,,,,,,,,
mp_exo_13a,exo,13,13,0,,mp_exo_13a_lob,mp_view_exo_13a,m/mtl_mp_exo_13a,m/mtl_mp_view_exo_13a,,,,,,,,,
mp_exo_12a,exo,14,14,0,,mp_exo_12a_lob,mp_view_exo_12a,m/mtl_mp_exo_12a,m/mtl_mp_view_exo_12a,,,,,,,,,
mp_exo_04g,exo,15,15,0,,mp_exo_04g_lob,mp_view_exo_04g,m/mtl_mp_exo_04g,m/mtl_mp_view_exo_04g,,,,,,,,,
mp_exo_05_lady,exo,16,16,0,,mp_exo_05_lady_lob,mp_view_exo_05_lady,m/mtl_mp_exo_05_lady,m/mtl_mp_view_exo_05_lady,,,,,,,,,
mp_exo_14a,exo,17,17,0,,mp_exo_14a_lob,mp_view_exo_07a,m/mtl_mp_exo_14a,m/mtl_exo_arm_system_07a,,,,,,,,,
mp_exo_16a,exo,18,18,0,,mp_exo_16a_lob,mp_view_exo_01pu,mc/mtl_mp_exo_16a,m/mtl_exo_arm_system_01pu,,,,,,,,,
mp_exo_15a,exo,19,19,0,,mp_exo_15a_lob,mp_view_exo_01fi,m/mtl_mp_exo_15a,m/mtl_exo_arm_system_01fi,,,,,,,,,
mp_exo_17a,exo,20,20,0,,mp_exo_17a_lob,mp_view_exo_17a,m/mtl_mp_exo_17a,m/mtl_mp_view_exo_17a,,,,,,,,,
mp_exo_06camo,exo,21,21,0,,mp_exo_06camo_lob,mp_view_exo_06camo,m/mtl_mp_exo_06dis,m/mtl_mp_view_exo_06dis,,,,,,,,,
mp_exo_18a,exo,22,22,0,,mp_exo_18a_lob,mp_view_exo_18a,m/mtl_mp_exo_18a,m/mtl_mp_view_exo_18a,,,,,,,,,
mp_exo_19a,exo,23,23,0,,mp_exo_19a_lob,mp_view_exo_11tra,m/mtl_mp_exo_19a,m/mtl_mp_view_exo_11tra,,,,,,,,,
mp_exo_20a,exo,24,24,0,,mp_exo_20a_lob,mp_view_exo_20rob,m/mtl_mp_exo_20rob,m/mtl_mp_view_exo_20rob,,,,,,,,,
mp_exo_03den,exo,25,25,0,,mp_exo_03den_lob,mp_view_exo_03den,m/mtl_mp_exo_03den,m/mtl_mp_view_exo_03den,,,,,,,,,
mp_exo_21a,exo,26,26,0,,mp_exo_21a_lob,mp_view_exo_20con,m/mtl_mp_exo_21a,m/mtl_mp_view_exo_20con,,,,,,,,,
mp_exo_22a,exo,27,27,0,,mp_exo_22a_lob,mp_view_exo_20rad,m/mtl_mp_exo_22a,m/mtl_mp_view_exo_20rad,,,,,,,,,
mp_exo_23a,exo,28,28,0,,mp_exo_23a_lob,mp_view_exo_20rob,m/mtl_mp_exo_23rob,m/mtl_mp_view_exo_20rob,,,,,,,,,
mp_exo_24a,exo,29,29,0,,mp_exo_24a_lob,mp_view_exo_07a,m/mtl_mp_exo_24a,m/mtl_exo_arm_system_07a,,,,,,,,,
mp_exo_25a,exo,30,30,0,,mp_exo_25a_lob,mp_view_exo_10rob,m/mtl_mp_exo_25a,m/mtl_mp_view_exo_10rob,,,,,,,,,
mp_exo_26a,exo,31,31,0,,mp_exo_26a_lob,mp_view_exo_01apo,m/mtl_mp_exo_26a,m/mtl_exo_arm_system_01apo,,,,,,,,,
mp_exo_27a,exo,32,32,0,,mp_exo_27a_lob,mp_view_exo_10xmas,m/mtl_mp_exo_27a,m/mtl_mp_view_exo_10xmas,,,,,,,,,
mp_exo_28a,exo,33,33,0,,mp_exo_28a_lob,mp_view_exo_07com,m/mtl_mp_exo_28a,m/mtl_mp_view_exo_07com,,,,,,,,,
mp_exo_14ast,exo,34,34,0,,mp_exo_14ast_lob,mp_view_exo_07ast,m/mtl_mp_exo_14ast,m/mtl_mp_view_exo_07ast,,,,,,,,,
