a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65
3251,7871,feature,,Repulsor_Base_Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000397,,,challenge,0,,1,0,,,,0,,,,,
3252,7872,weapon_assault,MDLC6_DLCGUN43,iw5_dlcgun43,,weapon_ak47_skull,DLC4_AK47DESC,9,weapon_stow_mid_up,,opticsreddot,variablereddot,opticseotech,opticstargetenhancer,opticsthermal,opticsacog2,lasersight,stock,trackrounds,dualmag,gl,foregrip,silencer01,parabolicmicrophone,xmags,quickdraw,,,,,,,,,,,,,,,10,12,9,9,11,11,5,4,0x10003DF,,,loot,1,,0,0,,,dlcgun7loot0,3,1,,,1,
2513,3244,costume,LOOT_ATLAS_SHIRT,shirt1,,s1_cao_image_top_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200001,,,,0,,0,0,,,,0,,0,,,
3265,7885,costume,LOOT_ATLAS_SHIRT_1,shirt1_1,,s1_cao_image_top_01_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202001,,,loot,1,,0,0,,,,2,1,100,,1,
3266,7886,costume,LOOT_ATLAS_SHIRT_2,shirt1_2,,s1_cao_image_top_01_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204001,,,loot,1,,0,0,,,,1,1,200,,1,
3267,7887,costume,LOOT_ATLAS_SHIRT_3,shirt1_3,,s1_cao_image_top_01_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206001,,,atvi_entitlement,1,,0,0,,,,0,,300,,,
3268,7888,costume,LOOT_ATLAS_SHIRT_4,shirt1_4,,s1_cao_image_top_01_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6208001,,,loot,1,,0,0,,,,2,1,400,,1,
3269,7889,costume,LOOT_ATLAS_SHIRT_5,shirt1_5,,s1_cao_image_top_01_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A001,,,loot,1,,0,0,,,,2,1,500,,1,
3270,7890,costume,LOOT_ATLAS_SHIRT_6,shirt1_6,,s1_cao_image_top_01_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C001,,,challenge,1,,0,0,,,,0,,600,,,
3271,7891,costume,LOOT_ATLAS_SHIRT_7,shirt1_7,,s1_cao_image_top_01_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E001,,,loot,1,,0,0,,,,2,1,605,,1,
2654,7192,costume,LOOT_PMC_SHIRT,shirt16,,s1_cao_image_top_20a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620000A,,,loot,1,,0,0,,,,4,1,700,,1,
3272,7892,costume,LOOT_PMC_SHIRT_1,shirt16_1,,s1_cao_image_top_20a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620200A,,,challenge,1,,0,0,,,,0,,800,,,
3273,7893,costume,LOOT_PMC_SHIRT_2,shirt16_2,,s1_cao_image_top_20a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620400A,,,challenge,1,,0,0,,,,0,,900,,,
3274,7894,costume,LOOT_PMC_SHIRT_3,shirt16_3,,s1_cao_image_top_20a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620600A,,,loot,1,,0,0,,,,2,1,1000,,1,
3275,7895,costume,LOOT_PMC_SHIRT_4,shirt16_4,,s1_cao_image_top_20a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620800A,,,loot,1,,0,0,,,,0,1,1100,,1,
3276,7896,costume,LOOT_PMC_SHIRT_5,shirt16_5,,s1_cao_image_top_20a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A00A,,,loot,1,,0,0,,,,2,1,1105,,1,
3277,7897,costume,LOOT_PMC_SHIRT_6,shirt16_6,,s1_cao_image_top_20a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C00A,,,loot,1,,0,0,,,,3,1,1110,,1,
3278,7898,costume,LOOT_PMC_SHIRT_7,shirt16_7,,s1_cao_image_top_20a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E00A,,,loot,1,,0,0,,,,2,1,1115,,1,
2522,3247,costume,LOOT_ATLAS_SHORT_SHIRT,shirt4,,s1_cao_image_top_04a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620000B,,,,0,,0,0,,,,0,,1200,,,
3279,7899,costume,LOOT_ATLAS_SHORT_SHIRT_1,shirt4_1,,s1_cao_image_top_04a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620200B,,,loot,1,,0,0,,,,1,1,1300,,1,
3280,7900,costume,LOOT_ATLAS_SHORT_SHIRT_2,shirt4_2,,s1_cao_image_top_04a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620400B,,,loot,1,,0,0,,,,1,1,1400,,1,
3281,7901,costume,LOOT_ATLAS_SHORT_SHIRT_3,shirt4_3,,s1_cao_image_top_04a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620600B,,,challenge,1,,0,0,,,,0,,1500,,,
3282,7902,costume,LOOT_ATLAS_SHORT_SHIRT_4,shirt4_4,,s1_cao_image_top_04a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620800B,,,challenge,1,,0,0,,,,2,1,1600,,1,
3283,7903,costume,LOOT_ATLAS_SHORT_SHIRT_5,shirt4_5,,s1_cao_image_top_04a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A00B,,,loot,1,,0,0,,,,2,1,1605,,1,
3284,7904,costume,LOOT_ATLAS_SHORT_SHIRT_6,shirt4_6,,s1_cao_image_top_04a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C00B,,,loot,1,,0,0,,,,2,1,1610,,1,
2527,7140,costume,LOOT_MARINE_SHIRT,shirt9,,s1_cao_image_top_19a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620000C,,,loot,1,,0,0,,,,0,1,1700,,1,
3285,7905,costume,LOOT_MARINE_SHIRT_1,shirt9_1,,s1_cao_image_top_19a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620200C,,,loot,1,,0,0,,,,1,1,1800,,1,
3286,7906,costume,LOOT_MARINE_SHIRT_2,shirt9_2,,s1_cao_image_top_19a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620400C,,,loot,1,,0,0,,,,1,1,1900,,1,
3287,7907,costume,LOOT_MARINE_SHIRT_3,shirt9_3,,s1_cao_image_top_19a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620600C,,,challenge,1,,0,0,,,,0,,2000,,,
3288,7908,costume,LOOT_MARINE_SHIRT_4,shirt9_4,,s1_cao_image_top_19a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620800C,,,atvi_entitlement,1,,0,0,,,,0,,2100,,,
3289,7909,costume,LOOT_MARINE_SHIRT_5,shirt9_5,,s1_cao_image_top_19a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A00C,,,loot,1,,0,0,,,,2,1,2200,,1,
3290,7910,costume,LOOT_MARINE_SHIRT_6,shirt9_6,,s1_cao_image_top_19a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C00C,,,loot,1,,0,0,,,,2,1,2300,,1,
3291,7911,costume,LOOT_MARINE_SHIRT_7,shirt9_7,,s1_cao_image_top_19a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E00C,,,loot,1,,0,0,,,,2,1,2305,,1,
2514,7141,costume,LOOT_ATLAS_PMC_SHIRT,shirt10,,s1_cao_image_top_08a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200002,,,loot,1,,0,0,,,,0,1,2400,,1,
3292,7912,costume,LOOT_ATLAS_PMC_SHIRT_1,shirt10_1,,s1_cao_image_top_08a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202002,,,loot,1,,0,0,,,,2,1,2500,,1,
3293,7913,costume,LOOT_ATLAS_PMC_SHIRT_2,shirt10_2,,s1_cao_image_top_08a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204002,,,loot,1,,0,0,,,,2,1,2600,,1,
3294,7914,costume,LOOT_ATLAS_PMC_SHIRT_3,shirt10_3,,s1_cao_image_top_08a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206002,,,loot,1,,0,0,,,,1,1,2700,,1,
3295,7915,costume,LOOT_ATLAS_PMC_SHIRT_4,shirt10_4,,s1_cao_image_top_08a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6208002,,,loot,1,,0,0,,,,2,1,2800,,1,
3296,7916,costume,LOOT_ATLAS_PMC_SHIRT_5,shirt10_5,,s1_cao_image_top_08a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A002,,,loot,1,,0,0,,,,2,1,2805,,1,
3297,7917,costume,LOOT_ATLAS_PMC_SHIRT_6,shirt10_6,,s1_cao_image_top_08a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C002,,,loot,1,,0,0,,,,2,1,2810,,1,
3298,7918,costume,LOOT_ATLAS_PMC_SHIRT_7,shirt10_7,,s1_cao_image_top_08a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E002,,,loot,1,,0,0,,,,2,1,2815,,1,
2526,7139,costume,LOOT_SENTINEL_COVERT_SHIRT,shirt8,,s1_cao_image_top_06a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200004,,,challenge,1,,0,0,,,,0,,2900,,,
3299,7919,costume,LOOT_SENTINEL_COVERT_SHIRT_1,shirt8_1,,s1_cao_image_top_06a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202004,,,loot,1,,0,0,,,,3,1,3000,,1,
3300,7920,costume,LOOT_SENTINEL_COVERT_SHIRT_2,shirt8_2,,s1_cao_image_top_06a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204004,,,challenge,1,,0,0,,,,0,,3100,,,
3301,7921,costume,LOOT_SENTINEL_COVERT_SHIRT_3,shirt8_3,,s1_cao_image_top_06a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206004,,,loot,1,,0,0,,,,2,1,3200,,1,
3302,7922,costume,LOOT_SENTINEL_COVERT_SHIRT_4,shirt8_4,,s1_cao_image_top_06a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6208004,,,loot,1,,0,0,,,,2,1,3300,,1,
3303,7923,costume,LOOT_SENTINEL_COVERT_SHIRT_5,shirt8_5,,s1_cao_image_top_06a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A004,,,loot,1,,0,0,,,,2,1,3305,,1,
3304,7924,costume,LOOT_SENTINEL_COVERT_SHIRT_6,shirt8_6,,s1_cao_image_top_06a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C004,,,loot,1,,0,0,,,,2,1,3310,,1,
3305,7925,costume,LOOT_SENTINEL_COVERT_SHIRT_7,shirt8_7,,s1_cao_image_top_06a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E004,,,loot,1,,0,0,,,,2,1,3315,,1,
2687,7225,costume,LOOT_POLICE_TOP,shirt18,,s1_cao_image_top_24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200005,,,loot,1,,0,0,,,,1,1,3400,,1,
2708,7246,costume,LOOT_BARE_ARMS,shirt19,,s1_cao_image_top_26a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200006,,,loot,1,,0,0,,,,0,1,3500,,1,
3306,7926,costume,LOOT_BARE_ARMS_1,shirt19_1,,s1_cao_image_top_26a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202006,,,loot,1,,0,0,,,,3,1,3505,,1,
3307,7927,costume,LOOT_BARE_ARMS_2,shirt19_2,,s1_cao_image_top_26a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204006,,,loot,1,,0,0,,,,3,1,3510,,1,
3308,7928,costume,LOOT_BARE_ARMS_3,shirt19_3,,s1_cao_image_top_26a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206006,,,loot,1,,0,0,,,,2,1,3515,,1,
2518,7163,costume,LOOT_NIGERIAN_ARMY_SHIRT,shirt14,,s1_cao_image_top_09a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200007,,,loot,1,,0,0,,,,0,1,3600,,1,
3309,7929,costume,LOOT_NIGERIAN_ARMY_SHIRT_1,shirt14_1,,s1_cao_image_top_09a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202007,,,loot,1,,0,0,,,,2,1,3700,,1,
3310,7930,costume,LOOT_NIGERIAN_ARMY_SHIRT_2,shirt14_2,,s1_cao_image_top_09a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204007,,,loot,1,,0,0,,,,4,1,3800,,1,
3311,7931,costume,LOOT_NIGERIAN_ARMY_SHIRT_3,shirt14_3,,s1_cao_image_top_09a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206007,,,loot,1,,0,0,,,,2,1,3805,,1,
3312,7932,costume,LOOT_NIGERIAN_ARMY_SHIRT_4,shirt14_4,,s1_cao_image_top_09a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6208007,,,loot,1,,0,0,,,,2,1,3810,,1,
3313,7933,costume,LOOT_NIGERIAN_ARMY_SHIRT_5,shirt14_5,,s1_cao_image_top_09a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A007,,,loot,1,,0,0,,,,2,1,3815,,1,
3314,7934,costume,LOOT_NIGERIAN_ARMY_SHIRT_6,shirt14_6,,s1_cao_image_top_09a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C007,,,loot,1,,0,0,,,,2,1,3820,,1,
2520,3245,costume,LOOT_SENTINEL_SHIRT,shirt2,,s1_cao_image_top_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200008,,,,0,,0,0,,,,0,,3900,,,
3315,7935,costume,LOOT_SENTINEL_SHIRT_1,shirt2_1,,s1_cao_image_top_03_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202008,,,loot,1,,0,0,,,,4,1,4000,,1,
3316,7936,costume,LOOT_SENTINEL_SHIRT_2,shirt2_2,,s1_cao_image_top_03_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204008,,,loot,1,,0,0,,,,0,1,4100,,1,
3317,7937,costume,LOOT_SENTINEL_SHIRT_3,shirt2_3,,s1_cao_image_top_03_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206008,,,loot,1,,0,0,,,,0,1,4200,,1,
3318,7938,costume,LOOT_SENTINEL_SHIRT_4,shirt2_4,,s1_cao_image_top_03_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6208008,,,loot,1,,0,0,,,,1,1,4300,,1,
3319,7939,costume,LOOT_SENTINEL_SHIRT_5,shirt2_5,,s1_cao_image_top_03_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A008,,,loot,1,,0,0,,,,3,1,4400,,1,
3320,7940,costume,LOOT_SENTINEL_SHIRT_6,shirt2_6,,s1_cao_image_top_03_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C008,,,loot,1,,0,0,,,,2,1,4405,,1,
3321,7941,costume,LOOT_SENTINEL_SHIRT_7,shirt2_7,,s1_cao_image_top_03_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E008,,,loot,1,,0,0,,,,2,1,4410,,1,
2668,7206,costume,LOOT_ELITE_TOP,shirt17,,s1_cao_image_top_22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6200009,,,loot,1,,0,0,,,,2,1,4500,,1,
3322,7942,costume,LOOT_ELITE_TOP_1,shirt17_1,,s1_cao_image_top_22a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6202009,,,challenge,1,,0,0,,,,0,,4600,,,
3323,7943,costume,LOOT_ELITE_TOP_2,shirt17_2,,s1_cao_image_top_22a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6204009,,,loot,1,,0,0,,,,2,1,4700,,1,
3324,7944,costume,LOOT_ELITE_TOP_3,shirt17_3,,s1_cao_image_top_22a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6206009,,,loot,1,,0,0,,,,2,1,4800,,1,
3325,7945,costume,LOOT_ELITE_TOP_4,shirt17_4,,s1_cao_image_top_22a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6208009,,,loot,1,,0,0,,,,2,1,4900,,1,
3326,7946,costume,LOOT_ELITE_TOP_5,shirt17_5,,s1_cao_image_top_22a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620A009,,,challenge,1,,0,0,,,,0,,5000,,,
3327,7947,costume,LOOT_ELITE_TOP_6,shirt17_6,,s1_cao_image_top_22a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620C009,,,atvi_entitlement,1,,0,0,,,,0,,5100,,,
3328,7948,costume,LOOT_ELITE_TOP_7,shirt17_7,,s1_cao_image_top_22a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x620E009,,,atvi_entitlement,1,,0,0,,,,0,,5200,,,
2528,3248,costume,LOOT_CORMACK,head1,,s1_cao_image_head_male_cormack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300001,,,,0,,0,0,,,,0,,0,,,
2542,7004,costume,LOOT_WATERS,head7,,s1_cao_image_head_female_waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x630000A,,,,0,,0,0,,,,0,,100,,,
2543,7271,costume,LOOT_LEE,head8,,s1_cao_image_head_female_lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x630000B,,,,0,,0,0,,,,0,,200,,,
2544,3249,costume,LOOT_COYLE,head9,,s1_cao_image_head_female_coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x630000C,,,,0,,0,0,,,,0,,300,,,
2529,7149,costume,LOOT_YOUNG,head10,,s1_cao_image_head_male_young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x630000D,,,,0,,0,0,,,,0,,400,,,
2530,7151,costume,LOOT_PAS,head11,,s1_cao_image_head_male_pas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x630000E,,,,0,,0,0,,,,0,,500,,,
2531,7155,costume,LOOT_BASARA,head12,,s1_cao_image_head_female_basara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x630000F,,,,0,,0,0,,,,0,,600,,,
2532,7156,costume,LOOT_ILANA,head13,,s1_cao_image_head_female_illana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300010,,,,0,,0,0,,,,0,,700,,,
2533,7157,costume,LOOT_DAVIS,head14,,s1_cao_image_head_male_davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300011,,,,0,,0,0,,,,0,,800,,,
2534,7158,costume,LOOT_CLARK,head15,,s1_cao_image_head_male_clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300002,,,,0,,0,0,,,,0,,900,,,
2535,7159,costume,LOOT_BARTON,head16,,s1_cao_image_head_male_barton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300003,,,,0,,0,0,,,,0,,1000,,,
2536,7160,costume,LOOT_HANKS,head17,,s1_cao_image_head_male_hanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300004,,,,0,,0,0,,,,0,,1100,,,
2537,7272,costume,LOOT_CHEN,head2,,s1_cao_image_head_male_chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300005,,,,0,,0,0,,,,0,,1200,,,
2538,7000,costume,LOOT_HADES,head3,,s1_cao_image_head_male_kva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300006,,,,0,,0,0,,,,0,,1300,,,
2539,7001,costume,LOOT_KANG,head4,,s1_cao_image_head_male_kang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300007,,,,0,,0,0,,,,0,,1400,,,
2540,7002,costume,LOOT_GIDEON,head5,,s1_cao_image_head_male_gideon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300008,,,,0,,0,0,,,,0,,1500,,,
2541,7003,costume,LOOT_MARTIN,head6,,s1_cao_image_head_male_martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6300009,,,,0,,0,0,,,,0,,1600,,,
2545,3250,costume,LOOT_KVA_PANTS,pants1,,s1_cao_image_pants_03a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6400001,,,,0,,0,0,,,,0,,0,,,
3329,7949,costume,LOOT_KVA_PANTS_1,pants1_1,,s1_cao_image_pants_03a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6402001,,,loot,1,,0,0,,,,1,1,100,,1,
3330,7950,costume,LOOT_KVA_PANTS_2,pants1_2,,s1_cao_image_pants_03a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6404001,,,loot,1,,0,0,,,,1,1,200,,1,
3331,7951,costume,LOOT_KVA_PANTS_3,pants1_3,,s1_cao_image_pants_03a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6406001,,,challenge,1,,0,0,,,,0,,300,,,
3332,7952,costume,LOOT_KVA_PANTS_4,pants1_4,,s1_cao_image_pants_03a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6408001,,,challenge,1,,0,0,,,,2,1,400,,1,
3333,7953,costume,LOOT_KVA_PANTS_5,pants1_5,,s1_cao_image_pants_03a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640A001,,,challenge,1,,0,0,,,,0,,500,,,
3334,7954,costume,LOOT_KVA_PANTS_6,pants1_6,,s1_cao_image_pants_03a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640C001,,,loot,1,,0,0,,,,4,1,600,,1,
3335,7955,costume,LOOT_KVA_PANTS_7,pants1_7,,s1_cao_image_pants_03a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640E001,,,loot,1,,0,0,,,,2,1,700,,1,
2547,3252,costume,LOOT_SENTINEL_PANTS,pants3,,s1_cao_image_pants_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640000C,,,,0,,0,0,,,,0,,800,,,
3336,7956,costume,LOOT_SENTINEL_PANTS_1,pants3_1,,s1_cao_image_pants_08_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640200C,,,loot,1,,0,0,,,,4,1,900,,1,
3337,7957,costume,LOOT_SENTINEL_PANTS_2,pants3_2,,s1_cao_image_pants_08_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640400C,,,loot,1,,0,0,,,,0,1,1000,,1,
3338,7958,costume,LOOT_SENTINEL_PANTS_3,pants3_3,,s1_cao_image_pants_08_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640600C,,,loot,1,,0,0,,,,0,1,1100,,1,
3339,7959,costume,LOOT_SENTINEL_PANTS_4,pants3_4,,s1_cao_image_pants_08_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640800C,,,atvi_entitlement,1,,0,0,,,,0,,1200,,,
3340,7960,costume,LOOT_SENTINEL_PANTS_5,pants3_5,,s1_cao_image_pants_08_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640A00C,,,loot,1,,0,0,,,,3,1,1300,,1,
2548,3253,costume,LOOT_ATLAS_PANTS,pants4,,s1_cao_image_pants_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640000D,,,,0,,0,0,,,,0,,1400,,,
3341,7961,costume,LOOT_ATLAS_PANTS_1,pants4_1,,s1_cao_image_pants_11_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640200D,,,loot,1,,0,0,,,,2,1,1500,,1,
3342,7962,costume,LOOT_ATLAS_PANTS_2,pants4_2,,s1_cao_image_pants_11_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640400D,,,loot,1,,0,0,,,,2,1,1600,,1,
3343,7963,costume,LOOT_ATLAS_PANTS_3,pants4_3,,s1_cao_image_pants_11_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x640600D,,,loot,1,,0,0,,,,1,1,1700,,1,
